MM #,mux,muy,sigmax,sigmay,weight,distribution,alpha_azi,alpha_rad,theta_degrees
559,-0.00015666410098263747,-0.0001704313138248453,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-41.60200655792735
560,-0.00017720403812754895,-0.00014896040460488525,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-48.961203934756355
561,-0.00019482458532304626,-0.0001250354118738528,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-56.3204013115855
562,-0.00020923544868570922,-9.905049359821933e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-63.67959868841456
563,-0.0002201992130295869,-7.143374447634362e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-71.03879606524367
564,-0.00022753525321897976,-4.2640143190844366e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-78.39799344207276
565,-0.00023112270992007292,-1.3144056754395301e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-85.75719081890182
566,-0.00014285503161657055,-0.00020252724478270513,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-34.20935308787722
567,-0.0001676503212605407,-0.00018253277710779137,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-41.578109348483736
568,-0.00018967644604108553,-0.00015952332354445326,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-48.94686560909025
569,-0.00020856958935253984,-0.0001338789428355261,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-56.31562186969677
570,-0.00022401768362339882,-0.00010602321614369148,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-63.68437813030326
571,-0.0002357655648937008,-7.641625054789914e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-71.05313439090978
572,-0.00024361918748677284,-4.554707922281923e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-78.42189065151632
573,-0.0002474488291594852,-1.3925583831390376e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-85.79064691212278
574,-0.00015061849467817515,-0.00021704169520874274,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-33.7703137124783
575,-0.0001744190591875798,-0.00019842131989865352,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-40.32773528435868
576,-0.0001959374915784128,-0.00017720476232924347,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-46.88515685623918
577,-0.00021489224059171617,-0.0001536696239719361,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-53.44257842811959
578,-0.00023103529868906945,-0.00012812384304982703,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-59.99999999999997
579,-0.0002441554470303558,-0.00010090166541544989,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-66.55742157188044
580,-0.00025408101910120675,-7.23592712145201e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-73.11484314376088
581,-0.00026068214683030267,-4.2870114557214885e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-79.67226471564129
582,-0.0002638724598078989,-1.2820037173622198e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-86.22968628752173
583,-0.00015983281005272943,-0.0002305393262085229,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-33.744197302837975
584,-0.0001851385262913032,-0.00021075728737274079,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-40.30814797712844
585,-0.00020801703389220795,-0.00018821217205249938,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-46.87209865141898
586,-0.00022816839036168815,-0.00016319955189211734,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-53.43604932570946
587,-0.0002453284067842155,-0.00013604734809157475,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-59.999999999999915
588,-0.00025927211139989946,-0.00010711153228420216,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-66.56395067429048
589,-0.00026981669903597416,-7.677145966674203e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-73.12790134858096
590,-0.0002768239277246346,-4.5424895565513415e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-79.69185202287144
591,-0.00028020193108701396,-1.3482800641551964e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-86.25580269716193
592,-0.00016904723295859767,-0.0002440356394829552,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-33.72102804284276
593,-0.0001958578942331727,-0.00022309201145572337,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-40.29077103213206
594,-0.00022009628468723798,-0.00019921843733873522,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-46.860514021421324
595,-0.0002414440729880423,-0.0001727284572030856,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-53.430257010710676
596,-0.0002596208911006713,-0.0001439699733031395,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-59.99999999999997
597,-0.0002743880164603598,-0.00011332068095348959,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-66.56974298928932
598,-0.0002855515072001525,-8.118310812314645e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-73.13948597857859
599,-0.0002929647492578622,-4.797932889371422e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-79.70922896786794
600,-0.0002965303819102709,-1.4145420211578081e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-86.27897195715724
