MM #,m_rad [arcsec],m_azi [arcsec],sigma_rad [arcsec],sigma_azi [arcsec],distribution,alpha_rad,alpha_azi,Unnamed: 8,Unnamed: 9,Standard MM_PSF distributions,sigma_rad_,sigma_azi_,alpha_rad_,alpha_azi_,Unnamed: 15,Unnamed: 16,m_rad,m_azi,sigma_rad,sigma_azi,weight,theta_degrees,theta_position,mux,muy,sigmax,sigmay
115,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,6.891726618358166e-06,,,0.001983757104,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.9360133143420565e-06,-1.325261079105092e-06,,
116,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,2.2920935717880147e-05,,,0.001983757104,-11.536418027752276,-11.536418027752276,1.9900957718701042e-06,1.6589903314035365e-05,,
117,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.162090107811208e-05,,,0.001983757104,-23.072836055504553,-23.072836055504553,1.0573106446368716e-05,2.7507679440858162e-05,,
118,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.4078844175924733e-05,,,0.0023533133866666667,23.194911913090024,23.194911913090024,8.101336046245275e-06,-2.587621394959942e-05,,
119,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.3809675240546923e-05,,,0.0023533133866666667,11.597455956545005,11.597455956545005,3.187632074743453e-06,-3.22306005726028e-05,,
120,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,6.2888761525427465e-06,,,0.0023533133866666667,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.092128307070842e-06,-5.292210381428264e-06,,
121,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.29948084204439e-05,,,0.0023533133866666667,-11.59745595654502,-11.59745595654502,5.856070029889451e-06,2.427037786364273e-05,,
122,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,2.9278391273660244e-05,,,0.0023533133866666667,-23.194911913090024,-23.194911913090024,1.1306617900512008e-05,2.4948385853048682e-05,,
123,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.0706759344472955e-05,,,0.0021710265733333334,24.25892769803957,24.25892769803957,1.0820209098668467e-05,-2.814663348240278e-05,,
124,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-5.6165977560881075e-05,,,0.0021710265733333334,14.555356618823751,14.555356618823751,1.2772067474696626e-05,-6.226614318028412e-05,,
125,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-1.1142455093126838e-05,,,0.0021710265733333334,4.851785539607917,4.851785539607917,1.6899602255544055e-07,-2.4981280810218503e-05,,
126,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,2.36063844178184e-05,,,0.0021710265733333334,-4.851785539607917,-4.851785539607917,2.1286580004061796e-06,9.72224954538958e-06,,
127,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,6.144984386004151e-05,,,0.0021710265733333334,-14.555356618823751,-14.555356618823751,1.6414646624559808e-05,5.248648755903209e-05,,
128,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.4120478857255936e-05,,,0.0021710265733333334,-24.258927698039585,-24.258927698039585,1.6006598274299973e-05,3.194456579534338e-05,,
129,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-4.101478278160951e-05,,,0.0020396265066666666,25.03146653651956,25.03146653651956,1.5886491029432314e-05,-3.55913156056253e-05,,
130,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.258706533809854e-05,,,0.0020396265066666666,16.687644357679716,16.687644357679716,2.0745845245375575e-05,-7.620841193657639e-05,,
131,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.645926020149131e-05,,,0.0020396265066666666,8.343822178839858,8.343822178839858,6.270006278972976e-06,-5.108572329494311e-05,,
132,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,5.936478512558667e-06,,,0.0020396265066666666,-0.0,-0.0,1.2571678762097075e-06,-1.1926392996549346e-05,,
133,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.5632363134355356e-05,,,0.0020396265066666666,-8.343822178839844,-8.343822178839844,7.943251129973804e-06,3.014023054331499e-05,,
134,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,7.786029422272404e-05,,,0.0020396265066666666,-16.687644357679687,-16.687644357679687,2.45016122989469e-05,6.797550180482427e-05,,
135,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.578393305460975e-05,,,0.0020396265066666666,-25.03146653651956,-25.03146653651956,2.2829577252857434e-05,4.294230728343669e-05,,
136,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.5850018414607774e-05,,,0.0022554929066666667,25.09589760214199,25.09589760214199,1.4999660611618105e-05,-2.953719932962572e-05,,
137,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.216780225228644e-05,,,0.0022554929066666667,16.730598401427983,16.730598401427983,2.513192071214887e-05,-8.593364949682867e-05,,
138,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-4.551828297603663e-05,,,0.0022554929066666667,8.365299200713991,8.365299200713991,9.270926609784852e-06,-6.249535204489573e-05,,
139,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,5.406813559857547e-06,,,0.0022554929066666667,-0.0,-0.0,2.6672969797424447e-06,-1.5647598952488394e-05,,
140,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,5.345803265383471e-05,,,0.0022554929066666667,-8.365299200713991,-8.365299200713991,1.009192143506045e-05,3.4960858551251574e-05,,
141,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.767689610811251e-05,,,0.0022554929066666667,-16.730598401427983,-16.730598401427983,2.8396347988081903e-05,7.566480459424296e-05,,
142,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.0627346487144785e-05,,,0.0022554929066666667,-25.095897602141974,-25.095897602141974,2.168376787566649e-05,3.793587708804156e-05,,
143,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.782782626316716e-05,,,0.0024684620533333332,25.14921397944846,25.14921397944846,1.7620604930713907e-05,-3.1685634479486087e-05,,
144,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.823750090368558e-05,,,0.0024684620533333332,16.76614265296564,16.76614265296564,2.8739196661446985e-05,-9.279018583255819e-05,,
145,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-5.166707956550026e-05,,,0.0024684620533333332,8.38307132648282,8.38307132648282,1.2065265140956066e-05,-7.11225427929099e-05,,
146,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.978444896486798e-06,,,0.0024684620533333332,-0.0,-0.0,4.27745377690997e-06,-1.9201904477623814e-05,,
147,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,5.86132939667663e-05,,,0.0024684620533333332,-8.38307132648282,-8.38307132648282,1.2139069035623013e-05,3.693108425467917e-05,,
148,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.411945589952882e-05,,,0.0024684620533333332,-16.766142652965655,-16.766142652965655,3.144061792300406e-05,7.951960830074708e-05,,
149,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.248288823635195e-05,,,0.0024684620533333332,-25.14921397944846,-25.14921397944846,2.35617601061954e-05,3.7433116555553084e-05,,
150,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.6074489119813954e-05,,,0.0022760520066666665,25.718475763071908,25.718475763071908,1.982343304901838e-05,-3.1460652583292e-05,,
151,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.85611722748511e-05,,,0.0022760520066666665,18.370339830765644,18.370339830765644,3.3774115766681674e-05,-9.256783361214521e-05,,
152,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.901256972428284e-05,,,0.0022760520066666665,11.02220389845938,11.02220389845938,2.2874521671308725e-05,-9.894852834876426e-05,,
153,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.114208735031163e-06,,,0.0022760520066666665,3.6740679661531317,3.6740679661531317,6.9850403542219714e-06,-2.334787553730678e-05,,
154,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.899927726776325e-06,,,0.0022760520066666665,-3.674067966153146,-3.674067966153146,6.341215229711556e-06,-2.3256656198615362e-05,,
155,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.506384169290021e-05,,,0.0022760520066666665,-11.022203898459395,-11.022203898459395,2.0493889467252526e-05,5.9761214848696145e-05,,
156,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.532934788546521e-05,,,0.0022760520066666665,-18.370339830765644,-18.370339830765644,3.514204427780228e-05,7.794706747575998e-05,,
157,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.1523883147448674e-05,,,0.0022760520066666665,-25.718475763071908,-25.718475763071908,2.3739974358376742e-05,3.294715402887213e-05,,
158,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.8962993657580836e-05,,,0.0024343357733333337,25.75719081890182,25.75719081890182,2.425477638976412e-05,-3.5941195162685383e-05,,
159,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.944364441400175e-05,,,0.0024343357733333337,18.397993442072732,18.397993442072732,3.699705405724634e-05,-9.638801076323685e-05,,
160,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.96924852286731e-05,,,0.0024343357733333337,11.03879606524363,11.03879606524363,2.540928422282538e-05,-0.00010238547977289371,,
161,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,7.56820292354487e-06,,,0.0024343357733333337,3.6795986884145293,3.6795986884145293,9.154867964101538e-06,-2.3013668540684294e-05,,
162,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,6.722253853563446e-07,,,0.0024343357733333337,-3.6795986884145435,-3.6795986884145435,8.014327205618201e-06,-3.0831230457595305e-05,,
163,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.762556610903834e-05,,,0.0024343357733333337,-11.03879606524363,-11.03879606524363,2.2121915013445967e-05,5.870288245979491e-05,,
164,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.81143267852552e-05,,,0.0024343357733333337,-18.397993442072718,-18.397993442072718,3.7019626980108774e-05,7.61760213376316e-05,,
165,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.6011081786942924e-05,,,0.0024343357733333337,-25.75719081890182,-25.75719081890182,2.6462891137518742e-05,3.294392931990314e-05,,
166,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.149724731054252e-05,,,0.0025734775266666667,25.79064691212278,25.79064691212278,2.3418292709669232e-05,-2.8459787795955416e-05,,
167,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.489501532024077e-05,,,0.0025734775266666667,18.42189065151628,18.42189065151628,3.8003471324365206e-05,-9.106599432509159e-05,,
168,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.449504708000104e-05,,,0.0025734775266666667,11.053134390909776,11.053134390909776,2.681730222980568e-05,-9.794562327280848e-05,,
169,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,2.4582324619558487e-07,,,0.0025734775266666667,3.6843781303032586,3.6843781303032586,1.105520060109002e-05,-3.219795975522872e-05,,
170,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.2202702038981498e-05,,,0.0025734775266666667,-3.6843781303032586,-3.6843781303032586,1.1098991063956888e-05,-2.119170206869403e-05,,
171,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.473025522007002e-05,,,0.0025734775266666667,-11.053134390909776,-11.053134390909776,2.3799145412323682e-05,5.458806967446485e-05,,
172,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.651341933122907e-05,,,0.0025734775266666667,-18.421890651516307,-18.421890651516307,3.859833161515569e-05,7.461263650706472e-05,,
173,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.0460720688034765e-05,,,0.0025734775266666667,-25.79064691212278,-25.79064691212278,2.566993649823029e-05,2.7108863906953657e-05,,
174,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.972473456264719e-05,,,0.002362368379259259,26.229686287521723,26.229686287521723,2.603307711874463e-05,-2.573219931196733e-05,,
175,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.989547556394358e-05,,,0.002362368379259259,19.672264715641276,19.672264715641276,4.080203196419797e-05,-8.194628955707612e-05,,
176,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-9.170340602532324e-05,,,0.002362368379259259,13.114843143760865,13.114843143760865,3.568945831790118e-05,-0.00010798227750957355,,
177,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-4.86570259487643e-05,,,0.002362368379259259,6.557421571880425,6.557421571880425,2.062061203596586e-05,-7.812626500528469e-05,,
178,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,7.344843458977157e-06,,,0.002362368379259259,-0.0,-0.0,1.397728114297644e-05,-2.66800223922854e-05,,
179,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,6.170121568909897e-05,,,0.002362368379259259,-6.557421571880425,-6.557421571880425,1.9014092968956387e-05,2.927905879971963e-05,,
180,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,0.0001058827017716497,,,0.002362368379259259,-13.114843143760865,-13.114843143760865,3.446113021105533e-05,7.904914146871796e-05,,
181,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.326378098882346e-05,,,0.002362368379259259,-19.67226471564129,-19.67226471564129,4.1953993133169266e-05,7.314417714896255e-05,,
182,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.846625697255632e-05,,,0.002362368379259259,-26.229686287521716,-26.229686287521716,2.5739269913918458e-05,2.44143099138491e-05,,
183,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.402701449791268e-05,,,0.00245434197037037,26.255802697162004,26.255802697162004,2.3185591169341892e-05,-2.2802043132637154e-05,,
184,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.805657067389208e-05,,,0.00245434197037037,19.6918520228715,19.6918520228715,3.41845951215316e-05,-7.22087987783161e-05,,
185,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-0.000102049976759412,,,0.00245434197037037,13.127901348581005,13.127901348581005,3.3921303319409035e-05,-0.00011064145685557883,,
186,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.924207187908738e-05,,,0.00245434197037037,6.56395067429051,6.56395067429051,2.2931833849396996e-05,-0.00010525129709825913,,
187,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.0083879593324844e-05,,,0.00245434197037037,-0.0,-0.0,1.5931702034856535e-05,-2.3228396592254244e-05,,
188,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.843776527053982e-05,,,0.00245434197037037,-6.563950674290481,-6.563950674290481,3.0336449763653376e-05,6.954128675339863e-05,,
189,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,0.00012371166363700633,,,0.00245434197037037,-13.127901348580991,-13.127901348580991,5.084019890897181e-05,0.0001053857367517282,,
190,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.814931605897477e-05,,,0.00245434197037037,-19.6918520228715,-19.6918520228715,5.720112686343978e-05,8.705036439652905e-05,,
191,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.747138457478336e-05,,,0.00245434197037037,-26.25580269716197,-26.25580269716197,4.090325807224354e-05,3.9541825016266946e-05,,
192,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.7890869365476156e-05,,,0.002535881662222222,26.27897195715724,26.27897195715724,2.247079954004142e-05,-1.6526775711033517e-05,,
193,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.124016325883663e-05,,,0.002535881662222222,19.70922896786793,19.70922896786793,3.848238012128361e-05,-7.821317228106077e-05,,
194,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-0.00010160581733171074,,,0.002535881662222222,13.13948597857862,13.13948597857862,3.6655700613780635e-05,-0.00011309678771478219,,
195,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-6.81419159718722e-05,,,0.002535881662222222,6.56974298928931,6.56974298928931,2.2915354935172785e-05,-9.485334012607755e-05,,
196,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.1365047051973417e-05,,,0.002535881662222222,-0.0,-0.0,1.7011399513787528e-05,-2.132375389379314e-05,,
197,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.991855437918152e-05,,,0.002535881662222222,-6.56974298928931,-6.56974298928931,2.9535362113974224e-05,5.995481828882717e-05,,
198,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,0.0001216934001474478,,,0.002535881662222222,-13.139485978578605,-13.139485978578605,4.741552620507873e-05,9.949312692565489e-05,,
199,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.980735260845323e-05,,,0.002535881662222222,-19.709228967867944,-19.709228967867944,5.3838659934104164e-05,8.411151368578771e-05,,
200,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.002842148604255e-05,,,0.002535881662222222,-26.27897195715721,-26.27897195715721,3.723543373848616e-05,3.222393765053386e-05,,
201,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-4.3037051830198975e-06,,,0.0011432763066666666,-39.095299338642405,-39.095299338642405,-3.0082014737986957e-06,-7.907863236764231e-07,,
202,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-6.027511795622527e-06,,,0.0011432763066666666,-53.031766446214135,-53.031766446214135,-6.029364597464327e-06,-1.8556029962707674e-06,,
203,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.1909277435834665e-05,,,0.0011432763066666666,-66.96823355378586,-66.96823355378586,1.0538043516698144e-05,5.799257104148894e-06,,
204,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.620258715312839e-06,,,0.0011432763066666666,-80.90470066135762,-80.90470066135762,1.0451947876530369e-05,3.176274794196012e-06,,
205,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-4.545954185978061e-06,,,0.0016374245533333333,-38.7477270371314,-38.7477270371314,-4.523035795887907e-06,-1.0393758722135104e-06,,
206,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-1.074409198905199e-05,,,0.0016374245533333333,-52.915909012377114,-52.915909012377114,-1.190217404415539e-05,-4.315323710553558e-06,,
207,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.9685016941769997e-05,,,0.0016374245533333333,-67.08409098762283,-67.08409098762283,1.6188628122448634e-05,8.175526639819624e-06,,
208,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.0459877733846018e-05,,,0.0016374245533333333,-81.25227296286857,-81.25227296286857,1.1620175203552218e-05,2.5446161564954176e-06,,
209,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-1.0623041736941783e-05,,,0.0021275755199999997,-38.52460635891305,-38.52460635891305,-9.5465979017907e-06,-7.363143403041768e-06,,
210,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.404971497716257e-06,,,0.0021275755199999997,-52.841535452971016,-52.841535452971016,-8.335847015579332e-06,-2.557552243419991e-06,,
211,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.2003364045120213e-05,,,0.0021275755199999997,-67.15846454702898,-67.15846454702898,5.74875577875175e-06,3.949466096854736e-06,,
212,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.6485999697035957e-05,,,0.0021275755199999997,-81.47539364108695,-81.47539364108695,1.5459293448649205e-05,3.6843079661147703e-06,,
213,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.437807576742515e-05,,,0.001983757104,-36.92716394449545,-36.92716394449545,-1.8318279668530643e-05,-1.9193362592658912e-05,,
214,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-1.4477255746925191e-05,,,0.001983757104,-48.46358197224771,-48.46358197224771,-1.71460746328243e-05,-1.0976615861577205e-05,,
215,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.626637281812852e-06,,,0.001983757104,-60.0,-60.0,-3.6005106532524066e-06,5.411317615578302e-07,,
216,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,2.383385429833767e-05,,,0.001983757104,-71.53641802775229,-71.53641802775229,1.6713499999470623e-05,7.354745315516184e-06,,
217,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.189637816502647e-05,,,0.001983757104,-83.07283605550452,-83.07283605550452,3.0066479451557825e-05,5.085715042989198e-06,,
218,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.226409360246101e-05,,,0.0023533133866666667,-36.805088086910004,-36.805088086910004,-1.661940715587435e-05,-1.7393280368449385e-05,,
