MM #,m_rad,m_azi,sigma_rad,sigma_azi,distribution,alpha_azi,alpha_rad,weight,mux,muy,sigmax,sigmay
389,1.4102750289826858e-06,0.0001409645342754107,5e-08,5e-08,gaussian,0.3213621650202967,0.7310468442937641,0.0,0.00012985076157350105,-4.931442505315058e-05,5e-08,5e-08
390,-6.004704480987819e-06,9.553952156457954e-05,5e-08,5e-08,gaussian,0.282616921706688,0.7613435187102022,0.0,0.00012936588843475105,-1.4457710641779459e-05,5e-08,5e-08
391,-2.3150829883585019e-07,9.015539155936545e-05,5e-08,5e-08,gaussian,0.3016646023782082,0.7971998046205672,0.0,3.2298088547244415e-05,-9.028774834647707e-05,5e-08,5e-08
392,7.392387533160751e-06,-4.243008087305215e-05,5e-08,5e-08,gaussian,0.2802632557579287,0.8014506195399997,0.0,-3.9011915136067114e-05,-7.000334921780981e-06,5e-08,5e-08
393,-1.0765513671537721e-06,-9.911328230436985e-05,5e-08,5e-08,gaussian,0.3232988468509756,0.7230231727759084,0.0,-8.462632175029015e-05,0.00011399584095884616,5e-08,5e-08
394,-4.098832377006265e-06,-8.04303840114971e-05,5e-08,5e-08,gaussian,0.2861873964500504,0.8084059309070969,0.0,-0.00012847964999046488,-9.091681805352471e-05,5e-08,5e-08
395,-4.593933238733914e-06,-2.0855790155727214e-05,5e-08,5e-08,gaussian,0.297184661978381,0.6989557051995652,0.0,-1.299510893122075e-05,9.351474537313217e-05,5e-08,5e-08
396,5.763883337483986e-06,4.3120955312722124e-05,5e-08,5e-08,gaussian,0.3271595101092385,0.8096128409488519,0.0,-2.5891357909155868e-05,-6.552908889806968e-05,5e-08,5e-08
397,5.245469925744576e-06,0.00012849253261072602,5e-08,5e-08,gaussian,0.3068327059925897,0.8150372107469821,0.0,2.5329985600322806e-05,-0.00013442322129311865,5e-08,5e-08
398,5.457589884131148e-07,6.345925119166479e-05,5e-08,5e-08,gaussian,0.2474501798463998,0.7416531628526535,0.0,7.392281056517532e-05,9.94506058216228e-06,5e-08,5e-08
399,2.630485983083638e-06,0.00013007243393551576,5e-08,5e-08,gaussian,0.2596840852383438,0.7524501745082038,0.0,5.38772057194923e-07,-0.00016299991497246513,5e-08,5e-08
400,7.738459038921759e-06,1.2420779045462161e-05,5e-08,5e-08,gaussian,0.3371085977609353,0.8429020887417509,0.0,1.4932149354084425e-06,-1.6747331646932167e-05,5e-08,5e-08
401,-4.311713062716064e-06,-7.076787690051532e-06,5e-08,5e-08,gaussian,0.2493812588280765,0.735372790128841,0.0011432763066666666,6.4084616970960925e-06,7.899388804524134e-06,5e-08,5e-08
402,1.723311328169336e-06,2.528498152456565e-06,5e-08,5e-08,gaussian,0.3058768108602501,0.6677025910325471,0.0011432763066666666,-3.270511041298082e-05,-6.7075798792809425e-06,5e-08,5e-08
403,3.7937860966527045e-06,-3.1790859032052704e-06,5e-08,5e-08,gaussian,0.3216834104961009,0.8161378662606477,0.0011432763066666666,5.004756047128127e-07,3.013512141182805e-06,5e-08,5e-08
404,9.842595204965886e-08,-7.504257351224432e-08,5e-08,5e-08,gaussian,0.2953146161976369,0.8486774726670647,0.0011432763066666666,2.9503731857922943e-05,-1.3583025480315508e-05,5e-08,5e-08
405,-9.60380736400045e-06,-2.2796909752259803e-05,5e-08,5e-08,gaussian,0.3200108721551973,0.7101012585950088,0.0,-1.170093208041455e-05,1.8534903508556155e-05,5e-08,5e-08
406,7.360071226094216e-06,6.077220943435645e-06,5e-08,5e-08,gaussian,0.2613305366437222,0.8055902819771147,0.0,-1.2122427365015752e-05,-6.783639190490105e-06,5e-08,5e-08
407,-6.014172911549763e-07,2.1263000091970036e-06,5e-08,5e-08,gaussian,0.2556718586582163,0.7618552291951385,0.0,1.8841897139545258e-05,-3.2537788180346603e-06,5e-08,5e-08
408,1.7409332994596508e-06,1.1838782265190066e-05,5e-08,5e-08,gaussian,0.3308552294921209,0.6137532758686483,0.0,2.416612884437217e-05,-2.384551502504848e-05,5e-08,5e-08
409,-5.103302949942049e-06,-3.530396918765095e-05,5e-08,5e-08,gaussian,0.3012608195094652,0.7431704479585,0.0,-9.515479825346261e-06,3.494946088274616e-05,5e-08,5e-08
410,-1.27872512025533e-06,-7.636025121157446e-06,5e-08,5e-08,gaussian,0.285914541925928,0.7803499839327268,0.0,2.6030249959232013e-05,1.5105171918905432e-05,5e-08,5e-08
411,2.04803910917308e-06,1.8255145760395303e-06,5e-08,5e-08,gaussian,0.2710440559427248,0.744572751557049,0.0,4.604055613863992e-05,-3.0266395206880357e-06,5e-08,5e-08
412,-5.173319287633101e-06,2.4028673537589808e-05,5e-08,5e-08,gaussian,0.3007308508755185,0.6822740757411881,0.0,2.8009414801836607e-06,-2.6557490356095562e-05,5e-08,5e-08
413,7.423634349448711e-06,-3.7700543802922074e-05,5e-08,5e-08,gaussian,0.295824482320435,0.8220944926523855,0.0,3.100319763125812e-05,5.583381335480024e-05,5e-08,5e-08
414,-1.155834232394807e-06,-3.5175406300443364e-05,5e-08,5e-08,gaussian,0.2973688055526522,0.8551056421818408,0.0,-1.092791142306217e-05,3.8771963395307755e-05,5e-08,5e-08
415,-4.7019748894517895e-06,-5.881960061121009e-06,5e-08,5e-08,gaussian,0.2783359673767201,0.8316885914923032,0.0,-8.222429158490805e-06,1.2591111754927876e-05,5e-08,5e-08
416,5.468022264565064e-06,3.5229861445997256e-05,5e-08,5e-08,gaussian,0.2891615983703897,0.7491154812048456,0.0,-2.028437737328118e-05,-2.6684865864394826e-05,5e-08,5e-08
417,7.038259697671506e-08,1.4042748767587687e-05,5e-08,5e-08,gaussian,0.2863480719812419,0.7457185220896776,0.0,-3.258337289231945e-05,-3.1283903479369584e-07,5e-08,5e-08
418,-1.6680669542246528e-06,2.458198607178787e-06,5e-08,5e-08,gaussian,0.2946165315068314,0.8545948726467506,0.0,1.926067049390176e-05,6.769814639368069e-06,5e-08,5e-08
419,3.025830305585598e-06,-9.51843731565542e-06,5e-08,5e-08,gaussian,0.2307372145110185,0.5500708804597721,0.0,-3.6006319531122075e-05,9.130764842443503e-06,5e-08,5e-08
420,7.490476104993224e-06,2.059367214070861e-06,5e-08,5e-08,gaussian,0.2576796328206162,0.774827843711696,0.0,-1.23829542469224e-05,7.932441648726152e-06,5e-08,5e-08
421,-3.115867981775711e-06,5.293046807473199e-05,5e-08,5e-08,gaussian,0.2364324455833081,0.7166918915215381,0.0,-4.928790144545178e-05,-3.711751755000968e-05,5e-08,5e-08
422,-2.961911689824898e-07,2.140885393679084e-05,5e-08,5e-08,gaussian,0.2794062754182685,0.7766340643239988,0.0,1.1235257081308424e-05,-2.730949129627377e-05,5e-08,5e-08
423,2.47973270490751e-06,-5.5731577616778625e-05,5e-08,5e-08,gaussian,0.3045464594857718,0.845332130578541,0.0,2.090587688552632e-05,6.802171553488208e-05,5e-08,5e-08
424,1.18046363254027e-05,-7.533746335729081e-05,5e-08,5e-08,gaussian,0.3142696017155285,0.9559548303152416,0.0,-5.239191393211001e-05,6.997376776384358e-05,5e-08,5e-08
425,-5.532378752954008e-06,-1.1241736477638633e-05,5e-08,5e-08,gaussian,0.2749618171416092,0.7770854241398982,0.0,-2.5392331180971583e-05,2.124235082834436e-05,5e-08,5e-08
426,1.031328365566551e-06,3.598108189460899e-05,5e-08,5e-08,gaussian,0.299390850516604,0.8083184695446849,0.0,-2.841654348806121e-05,-2.1469010016661068e-05,5e-08,5e-08
427,2.904742380950346e-06,7.945345622944094e-05,5e-08,5e-08,gaussian,0.2943590490400325,0.7184972721438394,0.0,-1.4390962199858253e-05,-7.284425044003526e-05,5e-08,5e-08
428,4.489795053848885e-06,5.322542812113601e-05,5e-08,5e-08,gaussian,0.2748400549436432,0.7038051321796874,0.0,-7.77391399578354e-06,-5.76798341140805e-05,5e-08,5e-08
429,3.586016977672436e-06,-6.195428750468889e-05,5e-08,5e-08,gaussian,0.3195878512051674,0.8237877662675132,0.0,-5.3333579643706594e-05,3.95782026322896e-05,5e-08,5e-08
430,-4.97910455553973e-07,-9.280205466750068e-05,5e-08,5e-08,gaussian,0.2881232674897011,0.8209985747259688,0.0,-4.943535920692732e-05,8.705526996550667e-05,5e-08,5e-08
431,8.027119812298629e-07,-1.2035027072775038e-05,5e-08,5e-08,gaussian,0.2803971142927268,0.7371170359892484,0.0,2.0221381579770153e-05,2.85240491633884e-05,5e-08,5e-08
432,4.142330742969903e-06,1.5969759060369697e-05,5e-08,5e-08,gaussian,0.2706032468620783,0.6163490637851611,0.0,5.706473392875169e-05,2.0528186390775526e-07,5e-08,5e-08
433,3.303356622287309e-06,6.505248594346072e-05,5e-08,5e-08,gaussian,0.2578884848573621,0.8028464734853781,0.0,-6.512776271699026e-05,-4.28264582546857e-05,5e-08,5e-08
434,4.203858885803245e-06,7.309336381600402e-05,5e-08,5e-08,gaussian,0.2438409085852251,0.7772126401970907,0.0,-6.615327026407695e-05,-5.1741027796231894e-05,5e-08,5e-08
435,4.134230644474971e-06,4.3580078195068455e-05,5e-08,5e-08,gaussian,0.2682811055645272,0.7937385436156409,0.0,1.7079441476152046e-06,-5.308783924986738e-05,5e-08,5e-08
436,5.755514622189972e-06,-5.876886305626124e-06,5e-08,5e-08,gaussian,0.3780097152566091,0.7737852934558871,0.0,-3.182468424364777e-05,-1.2420348963192803e-05,5e-08,5e-08
437,-3.43369954314362e-07,-9.10240396676067e-05,5e-08,5e-08,gaussian,0.3482999949562777,0.7360961906281142,0.0,-5.389607784095019e-05,8.526786604041332e-05,5e-08,5e-08
438,2.2471943345053598e-07,-7.368126449878956e-06,5e-08,5e-08,gaussian,0.2776843523223382,0.7636866503234703,0.0,-8.155603082314958e-05,1.1649518950821895e-05,5e-08,5e-08
439,4.322402547791239e-06,2.417831612236744e-05,5e-08,5e-08,gaussian,0.3241992365414877,0.7058748909837058,0.0,2.6723873458350534e-05,-4.884665405288296e-06,5e-08,5e-08
440,2.595390418650119e-06,3.318748581701371e-05,5e-08,5e-08,gaussian,0.2995914271238133,0.8680961050777566,0.0,3.3731644078205774e-05,-2.2483272017060608e-05,5e-08,5e-08
441,5.017100964753755e-06,0.00011872867835837267,5e-08,5e-08,gaussian,0.2908478065666581,0.8034292058693809,0.0,-6.072148412572027e-05,-9.98203171888801e-05,5e-08,5e-08
442,1.1907083528906821e-06,2.6370439655532056e-05,5e-08,5e-08,gaussian,0.2773624238879426,0.8117593172516424,0.0,6.335076575402705e-05,-6.34975540399143e-05,5e-08,5e-08
443,-2.250295109700633e-06,-4.731188668327181e-05,5e-08,5e-08,gaussian,0.2193821516637866,0.8139595086452232,0.0,-3.7585954002833505e-05,3.227349983676422e-05,5e-08,5e-08
444,-6.595053956843701e-06,-6.167710964211029e-05,5e-08,5e-08,gaussian,0.2896053246406153,0.7942960054039244,0.0,-1.3389397032408144e-05,6.877692492613196e-05,5e-08,5e-08
445,2.557569125883385e-07,-5.8011712369010397e-05,5e-08,5e-08,gaussian,0.2796449758606455,0.7987699599044561,0.0,-1.9335380454941692e-06,7.749566172791125e-05,5e-08,5e-08
446,-3.8747063645158085e-06,3.8332177128539814e-05,5e-08,5e-08,gaussian,0.2515881624306966,0.789185831929719,0.0,2.7218555339147e-05,-1.5997078664693452e-05,5e-08,5e-08
447,4.015086870965639e-06,3.285696271001592e-05,5e-08,5e-08,gaussian,0.304359086404543,0.7079283921747185,0.0,-2.3146152527111897e-05,-1.0996947663553563e-05,5e-08,5e-08
448,-3.197538222423441e-06,8.699077713383112e-05,5e-08,5e-08,gaussian,0.3251921327414246,0.7984455292199529,0.0,5.3971328032361435e-05,-9.949707319670588e-05,5e-08,5e-08
449,-7.587208160773956e-07,1.66291121381598e-05,5e-08,5e-08,gaussian,0.3223715641853441,0.8049861649937714,0.0,-2.2605363244016976e-05,-1.1205143025828923e-05,5e-08,5e-08
450,-3.001808130754668e-06,2.5989067168133537e-06,5e-08,5e-08,gaussian,0.2737889509357693,0.6627414162848005,0.0,-1.8760246855543483e-07,-2.083420848149401e-06,5e-08,5e-08
451,-2.4473337772747346e-06,-4.664678188201267e-05,5e-08,5e-08,gaussian,0.3062896901435127,0.8883700534513052,0.0,4.496219296422921e-05,7.404181721051747e-05,5e-08,5e-08
452,3.06203561239735e-06,-9.248894770111661e-05,5e-08,5e-08,gaussian,0.2494217833316217,0.7451289594873115,0.0,-7.831729889810988e-05,0.00010056856064334284,5e-08,5e-08
453,4.661843617002931e-06,3.185796099967047e-05,5e-08,5e-08,gaussian,0.2681722311203498,0.7016193975796523,0.0,-5.3015355774235776e-05,-9.37565802755503e-06,5e-08,5e-08
454,5.436213711416096e-06,5.555118359372823e-07,5e-08,5e-08,gaussian,0.3138864251605748,0.8974277106079799,0.0,9.480035504053728e-06,2.46157187724258e-05,5e-08,5e-08
455,3.968083367015913e-07,7.651750586924273e-05,5e-08,5e-08,gaussian,0.2917360265989019,0.722048793647543,0.0,7.391186391252692e-05,-7.132118842010596e-05,5e-08,5e-08
456,2.3304044486442107e-06,0.00010715684841096633,5e-08,5e-08,gaussian,0.3291585996954852,0.6350557057345763,0.0,-8.973566752737256e-05,-7.424170958454819e-05,5e-08,5e-08
457,-4.929124101019527e-06,1.0104538695205275e-05,5e-08,5e-08,gaussian,0.2706295446693443,0.7154746305456928,0.0,-5.707033707035745e-05,1.5703044242887208e-05,5e-08,5e-08
458,1.5345493016228778e-06,-5.845894708023971e-06,5e-08,5e-08,gaussian,0.3198352405207273,0.8105860118627455,0.0,1.984900446808793e-05,2.081689536377055e-05,5e-08,5e-08
459,-1.535274446577723e-06,-0.00011116804348198286,5e-08,5e-08,gaussian,0.2867180634708465,0.811066277797208,0.0,3.2161223664961924e-05,0.0001419714175962329,5e-08,5e-08
460,-4.941013245637079e-06,-3.707196498788375e-05,5e-08,5e-08,gaussian,0.3293211346968556,0.6918638000912287,0.0,1.7154729185135655e-06,6.299946912996076e-05,5e-08,5e-08
461,-5.113428950721575e-07,4.4230298494724225e-06,5e-08,5e-08,gaussian,0.2736059411902091,0.9239101804968639,0.0,-3.521623882851124e-05,2.2427886850182078e-05,5e-08,5e-08
462,-2.97136439780038e-06,1.5341619069914185e-05,5e-08,5e-08,gaussian,0.3174224151924701,0.7601860349930861,0.0,8.778454115167878e-05,7.863879153716312e-06,5e-08,5e-08
463,-5.313041596471903e-06,9.222599240232062e-05,5e-08,5e-08,gaussian,0.3077497982692164,0.7645207377921883,0.0,-4.40550486072535e-05,-6.115275113659217e-05,5e-08,5e-08
464,-9.942113744376936e-07,8.331399297557794e-05,5e-08,5e-08,gaussian,0.3382862689998462,0.8702516397265037,0.0,4.8268925987698485e-05,-9.093993561196267e-05,5e-08,5e-08
465,-2.700047905852708e-06,7.046247515820777e-05,5e-08,5e-08,gaussian,0.2855247597550824,0.8026203606285021,0.0,6.927894463808304e-05,-0.00010851565503160288,5e-08,5e-08
466,-7.312660978157158e-08,-5.937251508348681e-05,5e-08,5e-08,gaussian,0.3339244537118828,0.8566733607751232,0.0,-0.00010922565823188667,1.8769291783851085e-05,5e-08,5e-08
467,1.754037411257282e-06,-7.533567512071389e-05,5e-08,5e-08,gaussian,0.2832010466640801,0.8234380222486734,0.0,-1.4028371668667765e-05,8.906187201981845e-05,5e-08,5e-08
468,7.244096590959704e-06,-2.0974355274764387e-05,5e-08,5e-08,gaussian,0.2642716694709522,0.7728854157540695,0.0,-4.728897271641538e-06,4.689350551508107e-05,5e-08,5e-08
469,5.588384696591292e-06,4.8778579753880536e-05,5e-08,5e-08,gaussian,0.2668919475238249,0.7713231548977357,0.0,-5.070640460921577e-05,-2.0821701786937962e-05,5e-08,5e-08
470,-6.541162714837043e-06,-2.961303595577034e-05,5e-08,5e-08,gaussian,0.3302245020462861,0.8185546205270269,0.0,-4.477196089039205e-05,6.366899715630463e-05,5e-08,5e-08
471,-5.270823384694397e-06,0.00011270431302014196,5e-08,5e-08,gaussian,0.2760039715385822,0.6502841313201948,0.0,-0.0001977026590370977,-5.014651828073895e-05,5e-08,5e-08
472,-3.6889520679042086e-06,5.505196258265078e-05,5e-08,5e-08,gaussian,0.3126031297683645,0.6823716304654682,0.0,-9.658166965337313e-05,-1.2238385866554387e-05,5e-08,5e-08
473,-3.308154791363124e-06,6.371449282330718e-05,5e-08,5e-08,gaussian,0.2945277804575771,0.7246956787248391,0.0,1.3746095885281862e-05,-7.281520099003008e-05,5e-08,5e-08
474,5.49251597472575e-06,-2.525396385358839e-05,5e-08,5e-08,gaussian,0.2865301628643214,0.808953020376069,0.0,2.17198896674671e-05,4.531284721934683e-05,5e-08,5e-08
475,-9.180903140227952e-07,-7.238615196393969e-05,5e-08,5e-08,gaussian,0.3161187809410472,0.7755882300615321,0.0,-0.00010953740113124749,4.975723010004112e-05,5e-08,5e-08
476,-4.206666983457868e-06,-7.778452177947252e-05,5e-08,5e-08,gaussian,0.2956508600576351,0.6527454095396562,0.0,-8.579864190587248e-06,9.955923401394378e-05,5e-08,5e-08
477,-8.685975115302254e-06,-2.9950836573276127e-05,5e-08,5e-08,gaussian,0.3042673384906997,0.7177294612161574,0.0,1.2926065593419808e-05,6.170502575798217e-05,5e-08,5e-08
478,3.9732168127054445e-06,-2.730913893013543e-05,5e-08,5e-08,gaussian,0.3080208880574384,0.7272700589834512,0.0,3.4004856653853047e-05,5.952878583596024e-05,5e-08,5e-08
479,2.9359968579153917e-06,4.5657909008926555e-05,5e-08,5e-08,gaussian,0.2691940252024641,0.7319131877204629,0.0,-8.578968400813151e-05,-6.427968652246768e-06,5e-08,5e-08
480,7.404818923149899e-06,0.00013796593943657132,5e-08,5e-08,gaussian,0.2930994797682985,0.7224318522714956,0.0,-9.113001967039379e-05,-9.870203032965203e-05,5e-08,5e-08
481,2.2394932130050883e-06,0.00010219114822077306,5e-08,5e-08,gaussian,0.2786218067233732,0.8011853843441984,0.0,-3.400840921142111e-05,-8.492641138818703e-05,5e-08,5e-08
482,4.260237219645465e-06,9.554317553870028e-05,5e-08,5e-08,gaussian,0.2995865710544336,0.7118367383011365,0.0,-2.722551468651258e-05,-8.764524941445463e-05,5e-08,5e-08
483,4.418530448975668e-07,-1.7009806334778626e-05,5e-08,5e-08,gaussian,0.2814715468177204,0.8147349736526684,0.0,-6.064625678595695e-05,-1.3879585826325747e-05,5e-08,5e-08
484,-8.626021444634141e-06,-9.689668765441388e-05,5e-08,5e-08,gaussian,0.2681155291536467,0.7751843783354314,0.0,-7.766117917827474e-05,7.645143577291908e-05,5e-08,5e-08
485,-4.1207800620793554e-06,-6.176960714858256e-05,5e-08,5e-08,gaussian,0.283490524238932,0.8442246086162443,0.0,-0.0001319340861180762,4.539212979500741e-05,5e-08,5e-08
486,-2.887762751977009e-06,-9.035302027574852e-05,5e-08,5e-08,gaussian,0.2447410019852132,0.7222103667941254,0.0,0.00014399476693536238,0.00013395663379151107,5e-08,5e-08
487,-1.5172605972443129e-06,-2.089300518074472e-05,5e-08,5e-08,gaussian,0.2661152135573744,0.7568194067361133,0.0,-8.26495414733663e-06,5.249171805953761e-05,5e-08,5e-08
488,4.881785619822131e-06,0.0001119890145497233,5e-08,5e-08,gaussian,0.301476070323318,0.7322581063313833,0.0,-7.004865821577551e-05,-7.863849839382773e-05,5e-08,5e-08
489,3.984201745162516e-07,5.976862578521621e-05,5e-08,5e-08,gaussian,0.2703023587784882,0.7662920297857813,0.0,2.2646481114998823e-05,-5.41170647621289e-05,5e-08,5e-08
490,4.144238091680548e-07,5.752359999367288e-05,5e-08,5e-08,gaussian,0.3190826164389482,0.7245244353165065,0.0,-2.6519839995353725e-05,-5.029276413581453e-05,5e-08,5e-08
491,-4.800243274204126e-07,3.272764702323858e-05,5e-08,5e-08,gaussian,0.3388118789844519,0.8986059562946993,0.0,-1.5194153124745331e-05,-3.191942267843687e-05,5e-08,5e-08
492,6.326016551848707e-06,1.8138662766817117e-05,5e-08,5e-08,gaussian,0.2454007791089478,0.7398039900278375,0.0,3.7292685320088737e-06,-2.0984449870601577e-05,5e-08,5e-08
493,9.182488921482194e-06,-0.00012543164297066893,5e-08,5e-08,gaussian,0.3185670381512118,0.6973870688774534,0.0,-5.061559507394568e-05,0.0001208234356866938,5e-08,5e-08
494,-5.161241526574362e-06,-0.0001386022403925124,5e-08,5e-08,gaussian,0.3104477188460381,0.8003232495719086,0.0,-8.669747856821781e-05,0.00013857683947840434,5e-08,5e-08
495,6.179092810324515e-06,-8.293382047762218e-05,5e-08,5e-08,gaussian,0.2902498654025897,0.684725814553713,0.0,-9.502648785772027e-05,9.974744452186179e-05,5e-08,5e-08
496,-2.825559547795724e-06,-2.757070828275589e-05,5e-08,5e-08,gaussian,0.2574512694514142,0.6728714974039245,0.0,-5.456947769090889e-05,5.861941614031321e-05,5e-08,5e-08
497,3.514972016516561e-06,3.3469312686305736e-05,5e-08,5e-08,gaussian,0.2928289229479237,0.7753092245910489,0.0,4.651265518402394e-05,-1.2155853584489583e-05,5e-08,5e-08
498,3.940317453177243e-06,5.857943145906075e-05,5e-08,5e-08,gaussian,0.2662139004301684,0.8123069966492559,0.0,-2.4687685156769806e-05,-3.82415464510205e-05,5e-08,5e-08
499,-1.953019201955271e-06,7.521069144208262e-05,5e-08,5e-08,gaussian,0.2654606757906013,0.7883747200664887,0.0,4.405292412475193e-05,-9.004640394335137e-05,5e-08,5e-08
500,-4.8976827526930684e-06,8.623012994100084e-05,5e-08,5e-08,gaussian,0.2930309410235777,0.7698835003229039,0.0,-0.0001256014407903103,-3.65567061807947e-05,5e-08,5e-08
501,3.2390601829942047e-06,6.094964486718308e-06,5e-08,5e-08,gaussian,0.2982768401945817,0.8927546640776889,0.0011432763066666666,5.920345394764775e-06,-1.595328767124486e-05,5e-08,5e-08
502,-3.3334982828143335e-06,-9.380398199252787e-06,5e-08,5e-08,gaussian,0.257456021433888,0.6038669810522562,0.0011432763066666666,7.6096830707131754e-06,4.098578036826093e-06,5e-08,5e-08
503,-1.057842444905945e-05,1.9991933438819406e-05,5e-08,5e-08,gaussian,0.2597660515347071,0.7209133172032536,0.0011432763066666666,-2.0727718814334037e-05,-4.099064502523769e-06,5e-08,5e-08
504,-5.434125503892481e-07,4.3509006312708265e-06,5e-08,5e-08,gaussian,0.2671273347708512,0.7141140387471063,0.0011432763066666666,-5.360393063558128e-06,-9.942480306425184e-06,5e-08,5e-08
505,5.56918784916642e-06,7.587020688631572e-06,5e-08,5e-08,gaussian,0.2401467385290627,0.6406557618620916,0.0,1.1279011433458074e-06,-1.3193830234655963e-05,5e-08,5e-08
506,4.179992912005982e-06,-1.10181297461497e-05,5e-08,5e-08,gaussian,0.289605557461551,0.7719106751802963,0.0,1.1508293906150437e-05,3.2806350107184865e-06,5e-08,5e-08
507,-4.22815395803108e-06,4.015054240194646e-06,5e-08,5e-08,gaussian,0.272449214203681,0.7699850736848692,0.0,-2.8330371610970114e-06,-1.9531364773673405e-06,5e-08,5e-08
508,1.0607374694081218e-05,1.0159628298498202e-05,5e-08,5e-08,gaussian,0.2952140903523601,0.6874194528671209,0.0,-1.629432196457181e-05,2.6570826439109426e-05,5e-08,5e-08
509,3.057971537397512e-06,-5.73731492429997e-06,5e-08,5e-08,gaussian,0.2574221854305515,0.8523084216833481,0.0,1.1996342840158013e-05,-2.314509706577429e-06,5e-08,5e-08
510,-3.450277030373449e-06,-1.1800450553865273e-05,5e-08,5e-08,gaussian,0.3008477311828077,0.7867209188742096,0.0,7.088025514737335e-06,1.5666097071015013e-05,5e-08,5e-08
511,9.13739075292185e-07,2.7907763868939706e-05,5e-08,5e-08,gaussian,0.3093621382273801,0.8946019199834441,0.0,-8.67073092760964e-06,-4.159505695263618e-05,5e-08,5e-08
512,-3.702957901670531e-06,3.496143168865262e-05,5e-08,5e-08,gaussian,0.2327902869029828,0.7197834209340889,0.0,-3.4877907027789036e-05,-2.243241393463664e-06,5e-08,5e-08
513,1.816055363548354e-07,-3.1856364409682213e-05,5e-08,5e-08,gaussian,0.352870724240375,0.7959963984335402,0.0,-2.7220475672300634e-05,6.144009834366444e-05,5e-08,5e-08
514,1.6453022592459908e-06,1.298862946608469e-05,5e-08,5e-08,gaussian,0.3561319562109972,0.7691279954552513,0.0,1.585380216588018e-05,-3.1023897747825546e-05,5e-08,5e-08
515,4.379947121741594e-06,-2.661980071573264e-07,5e-08,5e-08,gaussian,0.2791261667002135,0.7485928722329834,0.0,-2.087922674843685e-05,4.8735222928852976e-05,5e-08,5e-08
516,3.7484891211877766e-06,2.9652909317151985e-05,5e-08,5e-08,gaussian,0.3053569826859626,0.7630920836616562,0.0,-2.075629320210749e-05,-1.7326085812892755e-05,5e-08,5e-08
517,4.826109727295891e-06,1.970740524849649e-05,5e-08,5e-08,gaussian,0.2662510681283518,0.928396263039123,0.0,-2.1244062872748825e-05,1.952900749957886e-05,5e-08,5e-08
518,-1.607587369727836e-06,-4.597707745880675e-05,5e-08,5e-08,gaussian,0.3206282637205588,0.8702476333863008,0.0,1.3279001274464915e-05,4.8776323000318415e-05,5e-08,5e-08
519,-5.126718943054372e-06,4.677098573381124e-06,5e-08,5e-08,gaussian,0.2985388950721127,0.7071568922500278,0.0,4.046699141904243e-05,-4.2469473807610526e-05,5e-08,5e-08
520,-1.3879452699129028e-06,2.543190189570377e-05,5e-08,5e-08,gaussian,0.3231806235848463,0.8174304947700305,0.0,-9.399235197550542e-06,-1.4576833067425233e-05,5e-08,5e-08
521,1.0817694333577658e-05,3.290507524578515e-05,5e-08,5e-08,gaussian,0.3238666540522234,0.6205488668339403,0.0,-1.385473913859525e-05,-4.0543006712388845e-05,5e-08,5e-08
522,-5.177251141664951e-06,1.9263938219654923e-05,5e-08,5e-08,gaussian,0.3226312387681538,0.8214455144895456,0.0,-2.06870977831009e-05,2.0834813608716915e-05,5e-08,5e-08
523,-5.978925674916021e-06,-3.139126787672982e-05,5e-08,5e-08,gaussian,0.339198660482293,0.8277811639877141,0.0,3.97042409027189e-05,7.436623954122822e-06,5e-08,5e-08
524,2.5425418477617758e-06,-6.092524142447919e-05,5e-08,5e-08,gaussian,0.286740946628276,0.7431455579235883,0.0,2.521345621073754e-05,7.039468321842233e-05,5e-08,5e-08
525,-8.87250228196045e-06,-7.898285573991734e-06,5e-08,5e-08,gaussian,0.2779619648062941,0.7484162236102392,0.0,2.74566201453586e-05,-3.759681975597456e-06,5e-08,5e-08
526,4.679951789784282e-06,3.5705998831064155e-05,5e-08,5e-08,gaussian,0.2885644601945157,0.8004844581375871,0.0,-1.5037328247568334e-05,-2.1982151330184126e-05,5e-08,5e-08
527,1.452628891304909e-06,9.397091091433352e-05,5e-08,5e-08,gaussian,0.305618342188088,0.6447703849309275,0.0,-8.284649829285252e-05,-2.8798520625450992e-05,5e-08,5e-08
528,-9.492541974208329e-06,3.746918839890833e-05,5e-08,5e-08,gaussian,0.2696807161384582,0.9064586957731883,0.0,-3.9798774590798296e-05,1.6098760896286446e-06,5e-08,5e-08
529,-3.028840194758608e-06,-2.725521626161975e-05,5e-08,5e-08,gaussian,0.2806231439165651,0.7230525360496068,0.0,3.0409429160597298e-05,8.011293654658368e-06,5e-08,5e-08
530,4.369223911223384e-06,-0.00010073908756254013,5e-08,5e-08,gaussian,0.2920338126226347,0.7430069037505032,0.0,0.00011519369478981014,3.774923318554821e-05,5e-08,5e-08
531,1.0661699141353571e-06,8.816798424130549e-07,5e-08,5e-08,gaussian,0.2922074912127,0.7271905942359453,0.0,1.6651334550251753e-05,2.581763306967776e-07,5e-08,5e-08
532,-3.1753859969201367e-06,1.8942500720189987e-05,5e-08,5e-08,gaussian,0.2868771678999868,0.5961210826323473,0.0,-1.2256800033544757e-05,1.6885538069173213e-05,5e-08,5e-08
